source,service,action,access,description,risk_category_credentialexposure,risk_category_dataaccess,risk_category_privesc,risk_category_resourceexposure
aws,AWS Identity and Access Management (IAM),iam:PutGroupPolicy,Permissions management,Grants permission to create or update an inline policy document that is embedded in the specified IAM group,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:PutRolePermissionsBoundary,Permissions management,Grants permission to set a managed policy as a permissions boundary for a role,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:PutRolePolicy,Permissions management,Grants permission to create or update an inline policy document that is embedded in the specified IAM role,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:PutUserPermissionsBoundary,Permissions management,Grants permission to set a managed policy as a permissions boundary for an IAM user,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:PutUserPolicy,Permissions management,Grants permission to create or update an inline policy document that is embedded in the specified IAM user,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:ResyncMFADevice,Write,Grants permission to synchronize the specified MFA device with its IAM entity (user or role),0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:SetDefaultPolicyVersion,Permissions management,Grants permission to set the version of the specified policy as the policy's default version,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:UpdateAssumeRolePolicy,Permissions management,Grants permission to update the policy that grants an IAM entity permission to assume a role,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:UpdateLoginProfile,Write,Grants permission to change the password for the specified IAM user,0,0,1,1
aws,AWS Key Management Service,kms:CreateGrant,Permissions management,Controls permission to add a grant to an AWS KMS key. You can use grants to add permissions without changing the key policy or IAM policy,0,1,1,1
aws,AWS Private Certificate Authority,acm-pca:CreatePermission,Permissions management,Grants permission to create a permission for an AWS Private CA,0,0,0,1
aws,AWS Private Certificate Authority,acm-pca:DeletePermission,Permissions management,Grants permission to delete a permission for an AWS Private CA,0,0,0,1
aws,AWS Private Certificate Authority,acm-pca:DeletePolicy,Permissions management,Grants permission to delete the policy for an AWS Private CA,0,0,0,1
aws,AWS Private Certificate Authority,acm-pca:PutPolicy,Permissions management,Grants permission to put a policy on an AWS Private CA,0,0,0,1
aws,Amazon API Gateway Management,apigateway:UpdateRestApiPolicy,Permissions management,Grants permission to manage the IAM resource policy for an API. This is an additional authorization control for managing an API due to the sensitive nature of the resource policy,0,0,0,1
aws,AWS Backup,backup:DeleteBackupVaultAccessPolicy,Permissions management,Grants permission to delete backup vault access policy,0,0,0,1
aws,AWS Backup,backup:PutBackupVaultAccessPolicy,Permissions management,Grants permission to add an access policy to the backup vault,0,0,0,1
aws,Amazon Chime,chime:DeleteVoiceConnectorTerminationCredentials,Write,Grants permission to delete SIP termination credentials for the specified Amazon Chime Voice Connector,0,0,0,1
aws,Amazon Chime,chime:PutVoiceConnectorTerminationCredentials,Write,Grants permission to add SIP termination credentials for the specified Amazon Chime Voice Connector,0,0,0,1
aws,AWS CloudFormation & Cloud Control API,cloudformation:SetStackPolicy,Permissions management,Grants permission to set a stack policy for a specified stack,0,0,0,1
aws,Amazon CloudSearch,cloudsearch:UpdateServiceAccessPolicies,Permissions management,Configures the access rules that control access to the domain's document and search endpoints,0,0,0,1
aws,AWS CodeArtifact,codeartifact:DeleteDomainPermissionsPolicy,Permissions management,Grants permission to delete the resource policy set on a domain,0,0,0,1
aws,AWS CodeArtifact,codeartifact:DeleteRepositoryPermissionsPolicy,Permissions management,Grants permission to delete the resource policy set on a repository,0,0,0,1
aws,AWS CodeBuild,codebuild:DeleteResourcePolicy,Permissions management,Grants permission to delete a resource policy for the associated project or report group,0,0,0,1
aws,AWS CodeBuild,codebuild:DeleteSourceCredentials,Write,"Grants permission to delete a set of GitHub, GitHub Enterprise, or Bitbucket source credentials",0,0,0,1
aws,AWS CodeBuild,codebuild:ImportSourceCredentials,Write,"Grants permission to import the source repository credentials for an AWS CodeBuild project that has its source code stored in a GitHub, GitHub Enterprise, or Bitbucket repository",0,0,0,1
aws,AWS CodeBuild,codebuild:PutResourcePolicy,Permissions management,Grants permission to create a resource policy for the associated project or report group,0,0,0,1
aws,Amazon CodeGuru Profiler,codeguru-profiler:PutPermission,Permissions management,Grants permission to update the list of principals allowed for an action group in the resource policy associated with the specified Profiling Group,0,0,0,1
aws,Amazon CodeGuru Profiler,codeguru-profiler:RemovePermission,Permissions management,Grants permission to remove the permission of specified Action Group from the resource policy associated with the specified Profiling Group,0,0,0,1
aws,AWS CodeStar,codestar:AssociateTeamMember,Permissions management,Grants permission to add a user to the team for an AWS CodeStar project,0,0,1,1
aws,AWS CodeStar,codestar:CreateProject,Permissions management,"Grants permission to create a project with minimal structure, customer policies, and no resources",0,0,1,1
aws,AWS CodeStar,codestar:DeleteProject,Permissions management,"Grants permission to delete a project, including project resources. Does not delete users associated with the project, but does delete the IAM roles that allowed access to the project",0,0,0,1
aws,AWS CodeStar,codestar:DisassociateTeamMember,Permissions management,Grants permission to remove a user from a project. Removing a user from a project also removes the IAM policies from that user that allowed access to the project and its resources,0,0,0,1
aws,AWS CodeStar,codestar:UpdateTeamMember,Permissions management,Grants permission to update team member attributes within a CodeStar project,0,0,0,1
aws,Amazon Cognito Identity,cognito-identity:CreateIdentityPool,Write,Grants permission to create a new identity pool,0,0,0,1
aws,Amazon Cognito Identity,cognito-identity:DeleteIdentities,Write,Grants permission to delete identities from an identity pool. You can specify a list of 1-60 identities that you want to delete,0,0,0,1
aws,Amazon Cognito Identity,cognito-identity:DeleteIdentityPool,Write,"Grants permission to delete a user pool. Once a pool is deleted, users will not be able to authenticate with the pool",0,0,0,1
aws,Amazon Cognito Identity,cognito-identity:GetId,Write,Grants permission to generate (or retrieve) a Cognito ID. Supplying multiple logins will create an implicit linked account,0,0,0,1
aws,Amazon Cognito Identity,cognito-identity:MergeDeveloperIdentities,Write,"Grants permission to merge two users having different IdentityIds, existing in the same identity pool, and identified by the same developer provider",0,0,0,1
aws,Amazon Cognito Identity,cognito-identity:SetIdentityPoolRoles,Write,Grants permission to set the roles for an identity pool. These roles are used when making calls to GetCredentialsForIdentity action,0,0,0,1
aws,Amazon Cognito Identity,cognito-identity:UnlinkDeveloperIdentity,Write,Grants permission to unlink a DeveloperUserIdentifier from an existing identity,0,0,0,1
aws,Amazon Cognito Identity,cognito-identity:UnlinkIdentity,Write,Grants permission to unlink a federated identity from an existing account,0,0,0,1
aws,Amazon Cognito Identity,cognito-identity:UpdateIdentityPool,Write,Grants permission to update an identity pool,0,0,0,1
aws,AWS DeepLens,deeplens:AssociateServiceRoleToAccount,Permissions management,Associates the user's account with IAM roles controlling various permissions needed by AWS DeepLens for proper functionality.,0,0,0,1
aws,AWS Directory Service,ds:CreateConditionalForwarder,Write,Grants permission to create a conditional forwarder associated with your AWS directory,0,0,0,1
aws,AWS Directory Service,ds:CreateDirectory,Write,Grants permission to create a Simple AD directory,0,0,0,1
aws,AWS Directory Service,ds:CreateMicrosoftAD,Write,Grants permission to create a Microsoft AD in the AWS cloud,0,0,0,1
aws,AWS Directory Service,ds:CreateTrust,Write,Grants permission to initiate the creation of the AWS side of a trust relationship between a Microsoft AD in the AWS cloud and an external domain,0,0,0,1
aws,AWS Directory Service,ds:ShareDirectory,Write,Grants permission to share a specified directory in your AWS account (directory owner) with another AWS account (directory consumer). With this operation you can use your directory from any AWS account and from any Amazon VPC within an AWS Region,0,0,0,1
aws,Amazon EC2,ec2:CreateNetworkInterfacePermission,Permissions management,Grants permission to create a permission for an AWS-authorized user to perform certain operations on a network interface,0,0,0,1
aws,Amazon EC2,ec2:DeleteNetworkInterfacePermission,Permissions management,Grants permission to delete a permission that is associated with a network interface,0,0,0,1
aws,Amazon EC2,ec2:DisableImageBlockPublicAccess,Write,Grants permission to disable block public access for AMIs at the account level in the specified AWS Region,0,0,0,1
aws,Amazon EC2,ec2:ModifySnapshotAttribute,Permissions management,Grants permission to add or remove permission settings for a snapshot,0,0,0,1
aws,Amazon EC2,ec2:ModifyVpcEndpointServicePermissions,Permissions management,Grants permission to modify the permissions for a VPC endpoint service,0,0,0,1
aws,Amazon EC2,ec2:ResetSnapshotAttribute,Permissions management,Grants permission to reset permission settings for a snapshot,0,0,0,1
aws,Amazon Elastic Container Registry,ecr:DeleteRepositoryPolicy,Permissions management,Grants permission to delete the repository policy from a specified repository,0,0,0,1
aws,Amazon Elastic Container Registry,ecr:SetRepositoryPolicy,Permissions management,Grants permission to apply a repository policy on a specified repository to control access permissions,0,0,0,1
aws,Amazon Elastic File System,elasticfilesystem:DeleteFileSystemPolicy,Permissions management,Grants permission to delete the resource-level policy for a file system,0,0,0,1
aws,Amazon Elastic File System,elasticfilesystem:PutFileSystemPolicy,Permissions management,Grants permission to apply a resource-level policy that defines the actions allowed or denied from given actors for the specified file system,0,0,0,1
aws,Amazon Elastic MapReduce,elasticmapreduce:PutBlockPublicAccessConfiguration,Permissions management,Grants permission to create or update the EMR block public access configuration for the AWS account in the Region,0,0,0,1
aws,Amazon OpenSearch Service,es:CreateElasticsearchDomain,Write,Grants permission to create an OpenSearch Service domain. This permission is deprecated. Use CreateDomain instead,0,0,0,1
aws,Amazon OpenSearch Service,es:UpdateElasticsearchDomainConfig,Write,"Grants permission to modify the configuration of an OpenSearch Service domain, such as the instance type or number of instances. This permission is deprecated. Use UpdateDomainConfig instead",0,0,0,1
aws,Amazon S3 Glacier,glacier:AbortVaultLock,Permissions management,Grants permission to abort the vault locking process if the vault lock is not in the Locked state,0,0,0,1
aws,Amazon S3 Glacier,glacier:CompleteVaultLock,Permissions management,Grants permission to complete the vault locking process,0,0,0,1
aws,Amazon S3 Glacier,glacier:DeleteVaultAccessPolicy,Permissions management,Grants permission to delete the access policy associated with the specified vault,0,0,0,1
aws,Amazon S3 Glacier,glacier:InitiateVaultLock,Permissions management,Grants permission to initiate the vault locking process,0,0,0,1
aws,Amazon S3 Glacier,glacier:SetDataRetrievalPolicy,Permissions management,Grants permission to set and then enacts a data retrieval policy in the region specified in the PUT request,0,0,0,1
aws,Amazon S3 Glacier,glacier:SetVaultAccessPolicy,Permissions management,Grants permission to configure an access policy for a vault; will overwrite an existing policy,0,0,0,1
aws,AWS Glue,glue:DeleteResourcePolicy,Permissions management,Grants permission to delete a resource policy,0,0,0,1
aws,AWS Glue,glue:PutResourcePolicy,Permissions management,Grants permission to update a resource policy,0,0,0,1
aws,AWS IoT Greengrass,greengrass:AssociateServiceRoleToAccount,Permissions management,Grants permission to associate a role with your account. AWS IoT Greengrass uses this role to access your Lambda functions and AWS IoT resources,0,0,0,1
aws,AWS Health APIs and Notifications,health:DisableHealthServiceAccessForOrganization,Permissions management,Grants permission to disable the Organizational View feature,0,0,0,1
aws,AWS Health APIs and Notifications,health:EnableHealthServiceAccessForOrganization,Permissions management,Grants permission to enable the Organizational View feature,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:AddClientIDToOpenIDConnectProvider,Write,Grants permission to add a new client ID (audience) to the list of registered IDs for the specified IAM OpenID Connect (OIDC) provider resource,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:AddRoleToInstanceProfile,Write,Grants permission to add an IAM role to the specified instance profile,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:AddUserToGroup,Write,Grants permission to add an IAM user to the specified IAM group,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:AttachGroupPolicy,Permissions management,Grants permission to attach a managed policy to the specified IAM group,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:AttachRolePolicy,Permissions management,Grants permission to attach a managed policy to the specified IAM role,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:AttachUserPolicy,Permissions management,Grants permission to attach a managed policy to the specified IAM user,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:ChangePassword,Write,Grants permission to an IAM user to change their own password,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:CreateAccessKey,Write,Grants permission to create access key and secret access key for the specified IAM user,1,0,1,1
aws,AWS Identity and Access Management (IAM),iam:CreateAccountAlias,Write,Grants permission to create an alias for your AWS account,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:CreateGroup,Write,Grants permission to create a new group,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:CreateInstanceProfile,Write,Grants permission to create a new instance profile,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:CreateLoginProfile,Write,Grants permission to create a password for the specified IAM user,1,0,1,1
aws,AWS Identity and Access Management (IAM),iam:CreateOpenIDConnectProvider,Write,Grants permission to create an IAM resource that describes an identity provider (IdP) that supports OpenID Connect (OIDC),0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:CreatePolicy,Permissions management,Grants permission to create a new managed policy,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:CreatePolicyVersion,Permissions management,Grants permission to create a new version of the specified managed policy,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:CreateRole,Write,Grants permission to create a new role,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:CreateSAMLProvider,Write,Grants permission to create an IAM resource that describes an identity provider (IdP) that supports SAML 2.0,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:CreateServiceLinkedRole,Write,Grants permission to create an IAM role that allows an AWS service to perform actions on your behalf,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:CreateServiceSpecificCredential,Write,Grants permission to create a new service-specific credential for an IAM user,1,0,0,1
aws,AWS Identity and Access Management (IAM),iam:CreateUser,Write,Grants permission to create a new IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:CreateVirtualMFADevice,Write,Grants permission to create a new virtual MFA device,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:DeactivateMFADevice,Write,Grants permission to deactivate the specified MFA device and remove its association with the IAM user for which it was originally enabled,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteAccessKey,Write,Grants permission to delete the access key pair that is associated with the specified IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteAccountAlias,Write,Grants permission to delete the specified AWS account alias,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteAccountPasswordPolicy,Permissions management,Grants permission to delete the password policy for the AWS account,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteGroup,Write,Grants permission to delete the specified IAM group,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteGroupPolicy,Permissions management,Grants permission to delete the specified inline policy from its group,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteInstanceProfile,Write,Grants permission to delete the specified instance profile,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteLoginProfile,Write,Grants permission to delete the password for the specified IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteOpenIDConnectProvider,Write,Grants permission to delete an OpenID Connect identity provider (IdP) resource object in IAM,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeletePolicy,Permissions management,"Grants permission to delete the specified managed policy and remove it from any IAM entities (users, groups, or roles) to which it is attached",0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeletePolicyVersion,Permissions management,Grants permission to delete a version from the specified managed policy,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteRole,Write,Grants permission to delete the specified role,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteRolePermissionsBoundary,Permissions management,Grants permission to remove the permissions boundary from a role,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:DeleteRolePolicy,Permissions management,Grants permission to delete the specified inline policy from the specified role,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteSAMLProvider,Write,Grants permission to delete a SAML provider resource in IAM,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteServerCertificate,Write,Grants permission to delete the specified server certificate,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteServiceLinkedRole,Write,"Grants permission to delete an IAM role that is linked to a specific AWS service, if the service is no longer using it",0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteServiceSpecificCredential,Write,Grants permission to delete the specified service-specific credential for an IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteSigningCertificate,Write,Grants permission to delete a signing certificate that is associated with the specified IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteSSHPublicKey,Write,Grants permission to delete the specified SSH public key,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteUser,Write,Grants permission to delete the specified IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteUserPermissionsBoundary,Permissions management,Grants permission to remove the permissions boundary from the specified IAM user,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:DeleteUserPolicy,Permissions management,Grants permission to delete the specified inline policy from an IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DeleteVirtualMFADevice,Write,Grants permission to delete a virtual MFA device,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DetachGroupPolicy,Permissions management,Grants permission to detach a managed policy from the specified IAM group,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DetachRolePolicy,Permissions management,Grants permission to detach a managed policy from the specified role,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:DetachUserPolicy,Permissions management,Grants permission to detach a managed policy from the specified IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:EnableMFADevice,Write,Grants permission to enable an MFA device and associate it with the specified IAM user,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:PassRole,Write,Grants permission to pass a role to a service,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:PutGroupPolicy,Permissions management,Grants permission to create or update an inline policy document that is embedded in the specified IAM group,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:PutRolePermissionsBoundary,Permissions management,Grants permission to set a managed policy as a permissions boundary for a role,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:PutRolePolicy,Permissions management,Grants permission to create or update an inline policy document that is embedded in the specified IAM role,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:PutUserPermissionsBoundary,Permissions management,Grants permission to set a managed policy as a permissions boundary for an IAM user,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:PutUserPolicy,Permissions management,Grants permission to create or update an inline policy document that is embedded in the specified IAM user,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:RemoveClientIDFromOpenIDConnectProvider,Write,Grants permission to remove the client ID (audience) from the list of client IDs in the specified IAM OpenID Connect (OIDC) provider resource,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:RemoveRoleFromInstanceProfile,Write,Grants permission to remove an IAM role from the specified EC2 instance profile,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:RemoveUserFromGroup,Write,Grants permission to remove an IAM user from the specified group,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:ResetServiceSpecificCredential,Write,Grants permission to reset the password for an existing service-specific credential for an IAM user,1,0,0,1
aws,AWS Identity and Access Management (IAM),iam:ResyncMFADevice,Write,Grants permission to synchronize the specified MFA device with its IAM entity (user or role),0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:SetDefaultPolicyVersion,Permissions management,Grants permission to set the version of the specified policy as the policy's default version,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:SetSecurityTokenServicePreferences,Write,Grants permission to set the STS global endpoint token version,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateAccessKey,Write,Grants permission to update the status of the specified access key as Active or Inactive,1,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateAccountPasswordPolicy,Write,Grants permission to update the password policy settings for the AWS account,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateAssumeRolePolicy,Permissions management,Grants permission to update the policy that grants an IAM entity permission to assume a role,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:UpdateGroup,Write,Grants permission to update the name or path of the specified IAM group,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateLoginProfile,Write,Grants permission to change the password for the specified IAM user,0,0,1,1
aws,AWS Identity and Access Management (IAM),iam:UpdateOpenIDConnectProviderThumbprint,Write,Grants permission to update the entire list of server certificate thumbprints that are associated with an OpenID Connect (OIDC) provider resource,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateRole,Write,Grants permission to update the description or maximum session duration setting of a role,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateRoleDescription,Write,Grants permission to update only the description of a role,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateSAMLProvider,Write,Grants permission to update the metadata document for an existing SAML provider resource,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateServerCertificate,Write,Grants permission to update the name or the path of the specified server certificate stored in IAM,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateServiceSpecificCredential,Write,Grants permission to update the status of a service-specific credential to active or inactive for an IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateSigningCertificate,Write,Grants permission to update the status of the specified user signing certificate to active or disabled,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateSSHPublicKey,Write,Grants permission to update the status of an IAM user's SSH public key to active or inactive,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UpdateUser,Write,Grants permission to update the name or the path of the specified IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UploadServerCertificate,Write,Grants permission to upload a server certificate entity for the AWS account,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UploadSigningCertificate,Write,Grants permission to upload an X.509 signing certificate and associate it with the specified IAM user,0,0,0,1
aws,AWS Identity and Access Management (IAM),iam:UploadSSHPublicKey,Write,Grants permission to upload an SSH public key and associate it with the specified IAM user,0,0,0,1
aws,Amazon EC2 Image Builder,imagebuilder:PutComponentPolicy,Permissions management,Grants permission to set the resource policy associated with a component,0,0,0,1
aws,Amazon EC2 Image Builder,imagebuilder:PutImagePolicy,Permissions management,Grants permission to set the resource policy associated with an image,0,0,0,1
aws,Amazon EC2 Image Builder,imagebuilder:PutImageRecipePolicy,Permissions management,Grants permission to set the resource policy associated with an image recipe,0,0,0,1
aws,AWS IoT,iot:AttachPolicy,Permissions management,Grants permission to attach a policy to the specified target,0,0,0,1
aws,AWS IoT,iot:AttachPrincipalPolicy,Permissions management,Grants permission to attach the specified policy to the specified principal (certificate or other credential),0,0,0,1
aws,AWS IoT,iot:DetachPolicy,Permissions management,Grants permission to detach a policy from the specified target,0,0,0,1
aws,AWS IoT,iot:DetachPrincipalPolicy,Permissions management,Grants permission to remove the specified policy from the specified certificate,0,0,0,1
aws,AWS IoT,iot:SetDefaultAuthorizer,Permissions management,Grants permission to set the default authorizer. This will be used if a websocket connection is made without specifying an authorizer,0,0,0,1
aws,AWS IoT,iot:SetDefaultPolicyVersion,Permissions management,Grants permission to set the specified version of the specified policy as the policy's default (operative) version,0,0,0,1
aws,AWS IoT SiteWise,iotsitewise:CreateAccessPolicy,Write,Grants permission to create an access policy for a portal or a project,0,0,0,1
aws,AWS IoT SiteWise,iotsitewise:DeleteAccessPolicy,Write,Grants permission to delete an access policy,0,0,0,1
aws,AWS IoT SiteWise,iotsitewise:UpdateAccessPolicy,Write,Grants permission to update an access policy,0,0,0,1
aws,AWS Key Management Service,kms:CreateGrant,Permissions management,Controls permission to add a grant to an AWS KMS key. You can use grants to add permissions without changing the key policy or IAM policy,0,1,1,1
aws,AWS Key Management Service,kms:PutKeyPolicy,Permissions management,Controls permission to replace the key policy for the specified AWS KMS key,0,0,0,1
aws,AWS Key Management Service,kms:RetireGrant,Permissions management,Controls permission to retire a grant. The RetireGrant operation is typically called by the grant user after they complete the tasks that the grant allowed them to perform,0,0,0,1
aws,AWS Key Management Service,kms:RevokeGrant,Permissions management,"Controls permission to revoke a grant, which denies permission for all operations that depend on the grant",0,0,0,1
aws,AWS Lake Formation,lakeformation:BatchGrantPermissions,Permissions management,Grants permission to data lake permissions to one or more principals in a batch,0,0,0,1
aws,AWS Lake Formation,lakeformation:BatchRevokePermissions,Permissions management,Grants permission to revoke data lake permissions from one or more principals in a batch,0,0,0,1
aws,AWS Lake Formation,lakeformation:GrantPermissions,Permissions management,Grants permission to data lake permissions to a principal,0,0,0,1
aws,AWS Lake Formation,lakeformation:PutDataLakeSettings,Permissions management,Grants permission to overwrite data lake settings such as the list of data lake administrators and database and table default permissions,0,0,0,1
aws,AWS Lake Formation,lakeformation:RevokePermissions,Permissions management,Grants permission to revoke data lake permissions from a principal,0,0,0,1
aws,AWS Lambda,lambda:AddLayerVersionPermission,Permissions management,Grants permission to add permissions to the resource-based policy of a version of an AWS Lambda layer,0,0,0,1
aws,AWS Lambda,lambda:AddPermission,Permissions management,Grants permission to give an AWS service or another account permission to use an AWS Lambda function,0,0,0,1
aws,AWS Lambda,lambda:DisableReplication,Permissions management,Grants permission to disable replication for a Lambda@Edge function,0,0,0,1
aws,AWS Lambda,lambda:EnableReplication,Permissions management,Grants permission to enable replication for a Lambda@Edge function,0,0,0,1
aws,AWS Lambda,lambda:RemoveLayerVersionPermission,Permissions management,Grants permission to remove a statement from the permissions policy for a version of an AWS Lambda layer,0,0,0,1
aws,AWS Lambda,lambda:RemovePermission,Permissions management,Grants permission to revoke function-use permission from an AWS service or another account,0,0,0,1
aws,AWS License Manager,license-manager:UpdateServiceSettings,Permissions management,Grants permission to updates service settings,0,0,0,1
aws,Amazon Lightsail,lightsail:GetRelationalDatabaseMasterUserPassword,Write,Grants permission to get the master user password of a relational database,1,0,0,1
aws,Amazon CloudWatch Logs,logs:DeleteResourcePolicy,Permissions management,Grants permission to delete a resource policy from this account,0,0,0,1
aws,Amazon CloudWatch Logs,logs:PutResourcePolicy,Permissions management,Grants permission to create or update a resource policy allowing other AWS services to put log events to this account,0,0,0,1
aws,AWS Elemental MediaPackage,mediapackage:RotateIngestEndpointCredentials,Write,Grants permission to rotate IngestEndpoint credentials for a Channel in AWS Elemental MediaPackage,1,0,0,1
aws,AWS Elemental MediaStore,mediastore:DeleteContainerPolicy,Permissions management,Grants permission to delete the access policy of a container,0,0,0,1
aws,AWS Elemental MediaStore,mediastore:PutContainerPolicy,Permissions management,Grants permission to create or replace the access policy of a container,0,0,0,1
aws,AWS OpsWorks,opsworks:SetPermission,Permissions management,Grants permission to specify a user's permissions,0,0,0,1
aws,AWS OpsWorks,opsworks:UpdateUserProfile,Permissions management,Grants permission to update a specified user profile,0,0,0,1
aws,Amazon QuickSight,quicksight:CreateAdmin,Write,"Grants permission to provision Amazon QuickSight administrators, authors, and readers",0,0,0,1
aws,Amazon QuickSight,quicksight:CreateGroup,Write,Grants permission to create a QuickSight group,0,0,0,1
aws,Amazon QuickSight,quicksight:CreateGroupMembership,Write,Grants permission to add a QuickSight user to a QuickSight group,0,0,0,1
aws,Amazon QuickSight,quicksight:CreateIAMPolicyAssignment,Write,Grants permission to create an assignment with one specified IAM Policy ARN that will be assigned to specified groups or users of QuickSight,0,0,0,1
aws,Amazon QuickSight,quicksight:CreateUser,Write,Grants permission to provision Amazon QuickSight authors and readers,0,0,0,1
aws,Amazon QuickSight,quicksight:DeleteGroup,Write,Grants permission to remove a user group from QuickSight,0,0,0,1
aws,Amazon QuickSight,quicksight:DeleteGroupMembership,Write,Grants permission to remove a user from a group so that he/she is no longer a member of the group,0,0,0,1
aws,Amazon QuickSight,quicksight:DeleteIAMPolicyAssignment,Write,Grants permission to update an existing assignment,0,0,0,1
aws,Amazon QuickSight,quicksight:DeleteUser,Write,"Grants permission to delete a QuickSight user, given the user name",0,0,0,1
aws,Amazon QuickSight,quicksight:DeleteUserByPrincipalId,Write,Grants permission to deletes a user identified by its principal ID,0,0,0,1
aws,Amazon QuickSight,quicksight:RegisterUser,Write,"Grants permission to create a QuickSight user, whose identity is associated with the IAM identity/role specified in the request",0,0,0,1
aws,Amazon QuickSight,quicksight:UpdateDashboardPermissions,Permissions management,Grants permission to update permissions for a QuickSight Dashboard,0,0,0,1
