id,source,service,action,description,credential_exposure,data_access,privilege_escalation,resource_exposure,expert_notes,confidence_level,labeling_date,label_quality
212,aws,Amazon S3 Glacier,glacier:setvaultaccesspolicy,grants permission configure access policy vault overwrite existing policy,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
213,aws,AWS Glue,glue:deleteresourcepolicy,grants permission delete resource policy,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
384,aws,AWS Glue,glue:putresourcepolicy,grants permission update resource policy,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
399,aws,AWS Glue,glue:updatedevendpoint,grants permission update development endpoint,0,0,1,0,,1,2024-11-15 09:02:57.457093,low
54,aws,AWS IoT Greengrass,greengrass:associateserviceroletoaccount,grants permission associate role account aws iot greengrass uses role access lambda functions aws iot resources,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
278,aws,AWS Health APIs and Notifications,health:disablehealthserviceaccessfororganization,grants permission disable organizational view feature,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
339,aws,AWS Health APIs and Notifications,health:enablehealthserviceaccessfororganization,grants permission enable organizational view feature,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
5,aws,AWS HealthLake,healthlake:readresource,grants permission read resource,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
464,aws,AWS HealthLake,healthlake:searchwithget,grants permission search resources get method,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
223,aws,AWS HealthLake,healthlake:searchwithpost,grants permission search resources post method,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
317,aws,AWS Identity and Access Management (IAM),iam:addclientidtoopenidconnectprovider,grants permission add new client id audience list registered ids specified iam openid connect oidc provider resource,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
70,aws,AWS Identity and Access Management (IAM),iam:addroletoinstanceprofile,grants permission add iam role specified instance profile,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
263,aws,AWS Identity and Access Management (IAM),iam:addusertogroup,grants permission add iam user specified iam group,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
146,aws,AWS Identity and Access Management (IAM),iam:attachgrouppolicy,grants permission attach managed policy specified iam group,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
186,aws,AWS Identity and Access Management (IAM),iam:attachrolepolicy,grants permission attach managed policy specified iam role,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
415,aws,AWS Identity and Access Management (IAM),iam:attachuserpolicy,grants permission attach managed policy specified iam user,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
307,aws,AWS Identity and Access Management (IAM),iam:changepassword,grants permission iam user change password,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
126,aws,AWS Identity and Access Management (IAM),iam:createaccesskey,grants permission create access key secret access key specified iam user,1,0,1,1,,1,2024-11-15 09:02:57.457093,low
283,aws,AWS Identity and Access Management (IAM),iam:createaccountalias,grants permission create alias aws account,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
123,aws,AWS Identity and Access Management (IAM),iam:creategroup,grants permission create new group,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
364,aws,AWS Identity and Access Management (IAM),iam:createinstanceprofile,grants permission create new instance profile,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
98,aws,AWS Identity and Access Management (IAM),iam:createloginprofile,grants permission create password specified iam user,1,0,1,1,,1,2024-11-15 09:02:57.457093,low
239,aws,AWS Identity and Access Management (IAM),iam:createopenidconnectprovider,grants permission create iam resource describes identity provider idp supports openid connect oidc,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
266,aws,AWS Identity and Access Management (IAM),iam:createpolicy,grants permission create new managed policy,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
338,aws,AWS Identity and Access Management (IAM),iam:createpolicyversion,grants permission create new version specified managed policy,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
199,aws,AWS Identity and Access Management (IAM),iam:createrole,grants permission create new role,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
351,aws,AWS Identity and Access Management (IAM),iam:createsamlprovider,grants permission create iam resource describes identity provider idp supports saml,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
389,aws,AWS Identity and Access Management (IAM),iam:createservicelinkedrole,grants permission create iam role allows aws service perform actions behalf,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
155,aws,AWS Identity and Access Management (IAM),iam:createservicespecificcredential,grants permission create new service specific credential iam user,1,0,0,1,,1,2024-11-15 09:02:57.457093,low
459,aws,AWS Identity and Access Management (IAM),iam:createuser,grants permission create new iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
176,aws,AWS Identity and Access Management (IAM),iam:createvirtualmfadevice,grants permission create new virtual mfa device,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
272,aws,AWS Identity and Access Management (IAM),iam:deactivatemfadevice,grants permission deactivate specified mfa device remove association iam user originally enabled,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
391,aws,AWS Identity and Access Management (IAM),iam:deleteaccesskey,grants permission delete access key pair associated specified iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
39,aws,AWS Identity and Access Management (IAM),iam:deleteaccountalias,grants permission delete specified aws account alias,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
265,aws,AWS Identity and Access Management (IAM),iam:deleteaccountpasswordpolicy,grants permission delete password policy aws account,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
31,aws,AWS Identity and Access Management (IAM),iam:deletegroup,grants permission delete specified iam group,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
288,aws,AWS Identity and Access Management (IAM),iam:deletegrouppolicy,grants permission delete specified inline policy group,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
376,aws,AWS Identity and Access Management (IAM),iam:deleteinstanceprofile,grants permission delete specified instance profile,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
106,aws,AWS Identity and Access Management (IAM),iam:deleteloginprofile,grants permission delete password specified iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
22,aws,AWS Identity and Access Management (IAM),iam:deleteopenidconnectprovider,grants permission delete openid connect identity provider idp resource object iam,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
396,aws,AWS Identity and Access Management (IAM),iam:deletepolicy,grants permission delete specified managed policy remove iam entities users groups roles attached,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
120,aws,AWS Identity and Access Management (IAM),iam:deletepolicyversion,grants permission delete version specified managed policy,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
189,aws,AWS Identity and Access Management (IAM),iam:deleterole,grants permission delete specified role,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
56,aws,AWS Identity and Access Management (IAM),iam:deleterolepermissionsboundary,grants permission remove permissions boundary role,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
435,aws,AWS Identity and Access Management (IAM),iam:deleterolepolicy,grants permission delete specified inline policy specified role,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
237,aws,AWS Identity and Access Management (IAM),iam:deletesamlprovider,grants permission delete saml provider resource iam,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
463,aws,AWS Identity and Access Management (IAM),iam:deleteservercertificate,grants permission delete specified server certificate,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
405,aws,AWS Identity and Access Management (IAM),iam:deleteservicelinkedrole,grants permission delete iam role linked specific aws service service longer using,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
150,aws,AWS Identity and Access Management (IAM),iam:deleteservicespecificcredential,grants permission delete specified service specific credential iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
281,aws,AWS Identity and Access Management (IAM),iam:deletesigningcertificate,grants permission delete signing certificate associated specified iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
119,aws,AWS Identity and Access Management (IAM),iam:deletesshpublickey,grants permission delete specified ssh public key,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
453,aws,AWS Identity and Access Management (IAM),iam:deleteuser,grants permission delete specified iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
202,aws,AWS Identity and Access Management (IAM),iam:deleteuserpermissionsboundary,grants permission remove permissions boundary specified iam user,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
89,aws,AWS Identity and Access Management (IAM),iam:deleteuserpolicy,grants permission delete specified inline policy iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
427,aws,AWS Identity and Access Management (IAM),iam:deletevirtualmfadevice,grants permission delete virtual mfa device,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
112,aws,AWS Identity and Access Management (IAM),iam:detachgrouppolicy,grants permission detach managed policy specified iam group,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
311,aws,AWS Identity and Access Management (IAM),iam:detachrolepolicy,grants permission detach managed policy specified role,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
114,aws,AWS Identity and Access Management (IAM),iam:detachuserpolicy,grants permission detach managed policy specified iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
14,aws,AWS Identity and Access Management (IAM),iam:enablemfadevice,grants permission enable mfa device associate specified iam user,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
390,aws,AWS Identity and Access Management (IAM),iam:passrole,grants permission pass role service,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
348,aws,AWS Identity and Access Management (IAM),iam:putgrouppolicy,grants permission create update inline policy document embedded specified iam group,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
473,aws,AWS Identity and Access Management (IAM),iam:putrolepermissionsboundary,grants permission set managed policy permissions boundary role,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
352,aws,AWS Identity and Access Management (IAM),iam:putrolepolicy,grants permission create update inline policy document embedded specified iam role,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
383,aws,AWS Identity and Access Management (IAM),iam:putuserpermissionsboundary,grants permission set managed policy permissions boundary iam user,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
402,aws,AWS Identity and Access Management (IAM),iam:putuserpolicy,grants permission create update inline policy document embedded specified iam user,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
437,aws,AWS Identity and Access Management (IAM),iam:removeclientidfromopenidconnectprovider,grants permission remove client id audience list client ids specified iam openid connect oidc provider resource,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
279,aws,AWS Identity and Access Management (IAM),iam:removerolefrominstanceprofile,grants permission remove iam role specified ec instance profile,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
290,aws,AWS Identity and Access Management (IAM),iam:removeuserfromgroup,grants permission remove iam user specified group,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
360,aws,AWS Identity and Access Management (IAM),iam:resetservicespecificcredential,grants permission reset password existing service specific credential iam user,1,0,0,1,,1,2024-11-15 09:02:57.457093,low
92,aws,AWS Identity and Access Management (IAM),iam:resyncmfadevice,grants permission synchronize specified mfa device iam entity user role,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
275,aws,AWS Identity and Access Management (IAM),iam:setdefaultpolicyversion,grants permission set version specified policy policy default version,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
94,aws,AWS Identity and Access Management (IAM),iam:setsecuritytokenservicepreferences,grants permission set sts global endpoint token version,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
324,aws,AWS Identity and Access Management (IAM),iam:updateaccesskey,grants permission update status specified access key active inactive,1,0,0,1,,1,2024-11-15 09:02:57.457093,low
90,aws,AWS Identity and Access Management (IAM),iam:updateaccountpasswordpolicy,grants permission update password policy settings aws account,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
99,aws,AWS Identity and Access Management (IAM),iam:updateassumerolepolicy,grants permission update policy grants iam entity permission assume role,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
13,aws,AWS Identity and Access Management (IAM),iam:updategroup,grants permission update name path specified iam group,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
329,aws,AWS Identity and Access Management (IAM),iam:updateloginprofile,grants permission change password specified iam user,0,0,1,1,,1,2024-11-15 09:02:57.457093,low
102,aws,AWS Identity and Access Management (IAM),iam:updateopenidconnectproviderthumbprint,grants permission update entire list server certificate thumbprints associated openid connect oidc provider resource,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
373,aws,AWS Identity and Access Management (IAM),iam:updaterole,grants permission update description maximum session duration setting role,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
357,aws,AWS Identity and Access Management (IAM),iam:updateroledescription,grants permission update description role,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
432,aws,AWS Identity and Access Management (IAM),iam:updatesamlprovider,grants permission update metadata document existing saml provider resource,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
221,aws,AWS Identity and Access Management (IAM),iam:updateservercertificate,grants permission update name path specified server certificate stored iam,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
472,aws,AWS Identity and Access Management (IAM),iam:updateservicespecificcredential,grants permission update status service specific credential active inactive iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
285,aws,AWS Identity and Access Management (IAM),iam:updatesigningcertificate,grants permission update status specified user signing certificate active disabled,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
200,aws,AWS Identity and Access Management (IAM),iam:updatesshpublickey,grants permission update status iam user ssh public key active inactive,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
328,aws,AWS Identity and Access Management (IAM),iam:updateuser,grants permission update name path specified iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
79,aws,AWS Identity and Access Management (IAM),iam:uploadservercertificate,grants permission upload server certificate entity aws account,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
95,aws,AWS Identity and Access Management (IAM),iam:uploadsigningcertificate,grants permission upload x signing certificate associate specified iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
220,aws,AWS Identity and Access Management (IAM),iam:uploadsshpublickey,grants permission upload ssh public key associate specified iam user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
387,aws,Amazon EC2 Image Builder,imagebuilder:putcomponentpolicy,grants permission set resource policy associated component,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
7,aws,Amazon EC2 Image Builder,imagebuilder:putimagepolicy,grants permission set resource policy associated image,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
420,aws,Amazon EC2 Image Builder,imagebuilder:putimagerecipepolicy,grants permission set resource policy associated image recipe,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
260,aws,AWS IoT,iot:attachpolicy,grants permission attach policy specified target,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
267,aws,AWS IoT,iot:attachprincipalpolicy,grants permission attach specified policy specified principal certificate credential,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
59,aws,AWS IoT,iot:detachpolicy,grants permission detach policy specified target,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
461,aws,AWS IoT,iot:detachprincipalpolicy,grants permission remove specified policy specified certificate,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
449,aws,AWS IoT,iot:setdefaultauthorizer,grants permission set default authorizer used websocket connection made without specifying authorizer,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
423,aws,AWS IoT,iot:setdefaultpolicyversion,grants permission set specified version specified policy policy default operative version,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
134,aws,AWS IoT SiteWise,iotsitewise:createaccesspolicy,grants permission create access policy portal project,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
144,aws,AWS IoT SiteWise,iotsitewise:deleteaccesspolicy,grants permission delete access policy,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
482,aws,AWS IoT SiteWise,iotsitewise:updateaccesspolicy,grants permission update access policy,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
466,aws,Amazon Kendra,kendra:query,grants permission query documents faqs,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
185,aws,Amazon Kinesis Data Streams,kinesis:getrecords,grants permission get data records shard,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
25,aws,Amazon Kinesis Video Streams,kinesisvideo:getimages,grants permission get generated images kinesis video stream,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
111,aws,Amazon Kinesis Video Streams,kinesisvideo:getmedia,grants permission return media content kinesis video stream,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
154,aws,AWS Key Management Service,kms:creategrant,controls permission add grant aws kms key use grants add permissions without changing key policy iam policy,0,1,1,1,,1,2024-11-15 09:02:57.457093,low
292,aws,AWS Key Management Service,kms:putkeypolicy,controls permission replace key policy specified aws kms key,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
397,aws,AWS Key Management Service,kms:retiregrant,controls permission retire grant retiregrant operation typically called grant user complete tasks grant allowed perform,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
268,aws,AWS Key Management Service,kms:revokegrant,controls permission revoke grant denies permission operations depend grant,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
187,aws,AWS Lake Formation,lakeformation:batchgrantpermissions,grants permission data lake permissions one principals batch,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
313,aws,AWS Lake Formation,lakeformation:batchrevokepermissions,grants permission revoke data lake permissions one principals batch,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
210,aws,AWS Lake Formation,lakeformation:grantpermissions,grants permission data lake permissions principal,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
174,aws,AWS Lake Formation,lakeformation:putdatalakesettings,grants permission overwrite data lake settings list data lake administrators database table default permissions,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
284,aws,AWS Lake Formation,lakeformation:revokepermissions,grants permission revoke data lake permissions principal,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
101,aws,AWS Lambda,lambda:addlayerversionpermission,grants permission add permissions resource based policy version aws lambda layer,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
254,aws,AWS Lambda,lambda:addpermission,grants permission give aws service another account permission use aws lambda function,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
467,aws,AWS Lambda,lambda:disablereplication,grants permission disable replication lambda edge function,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
310,aws,AWS Lambda,lambda:enablereplication,grants permission enable replication lambda edge function,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
378,aws,AWS Lambda,lambda:getfunction,grants permission view details aws lambda function,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
160,aws,AWS Lambda,lambda:getlayerversion,grants permission view details version aws lambda layer note action also supports getlayerversionbyarn api,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
38,aws,AWS Lambda,lambda:removelayerversionpermission,grants permission remove statement permissions policy version aws lambda layer,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
333,aws,AWS Lambda,lambda:removepermission,grants permission revoke function use permission aws service another account,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
440,aws,AWS License Manager,license-manager:updateservicesettings,grants permission updates service settings,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
152,aws,Amazon Lightsail,lightsail:downloaddefaultkeypair,grants permission download default key pair used authenticate connect instances specific aws region,1,0,0,0,,1,2024-11-15 09:02:57.457093,low
17,aws,Amazon Lightsail,lightsail:getbucketaccesskeys,grants permission get existing access key ids specified amazon lightsail bucket,1,0,0,0,,1,2024-11-15 09:02:57.457093,low
222,aws,Amazon Lightsail,lightsail:getcontainerimages,grants permission view container images registered amazon lightsail container service,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
116,aws,Amazon Lightsail,lightsail:getkeypair,grants permission get information key pair,1,0,0,0,,1,2024-11-15 09:02:57.457093,low
355,aws,Amazon Lightsail,lightsail:getkeypairs,grants permission get information key pairs,1,0,0,0,,1,2024-11-15 09:02:57.457093,low
24,aws,Amazon Lightsail,lightsail:getrelationaldatabasemasteruserpassword,grants permission get master user password relational database,1,0,0,1,,1,2024-11-15 09:02:57.457093,low
236,aws,Amazon CloudWatch Logs,logs:deleteresourcepolicy,grants permission delete resource policy account,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
321,aws,Amazon CloudWatch Logs,logs:getlogevents,grants permission retrieve log events specified log stream,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
454,aws,Amazon CloudWatch Logs,logs:getlogrecord,grants permission retrieve fields values single log event,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
400,aws,Amazon CloudWatch Logs,logs:getqueryresults,grants permission return results specified query,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
178,aws,Amazon CloudWatch Logs,logs:putresourcepolicy,grants permission create update resource policy allowing aws services put log events account,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
365,aws,Amazon CloudWatch Logs,logs:unmask,grants permission fetch unmasked log events redacted data protection policy,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
245,aws,Amazon Macie,macie2:getfindings,grants permission retrieve details one findings,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
416,aws,AWS Elemental MediaPackage,mediapackage:rotatechannelcredentials,grants permission rotate credentials first ingestendpoint channel aws elemental mediapackage,1,0,0,0,,1,2024-11-15 09:02:57.457093,low
323,aws,AWS Elemental MediaPackage,mediapackage:rotateingestendpointcredentials,grants permission rotate ingestendpoint credentials channel aws elemental mediapackage,1,0,0,1,,1,2024-11-15 09:02:57.457093,low
418,aws,AWS Elemental MediaStore,mediastore:deletecontainerpolicy,grants permission delete access policy container,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
295,aws,AWS Elemental MediaStore,mediastore:getobject,grants permission retrieve object,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
131,aws,AWS Elemental MediaStore,mediastore:putcontainerpolicy,grants permission create replace access policy container,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
334,aws,AWS OpsWorks,opsworks:setpermission,grants permission specify user permissions,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
168,aws,AWS OpsWorks,opsworks:updateuserprofile,grants permission update specified user profile,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
190,aws,Amazon QLDB,qldb:getblock,grants permission retrieve block ledger given blockaddress,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
229,aws,Amazon QuickSight,quicksight:createadmin,grants permission provision amazon quicksight administrators authors readers,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
217,aws,Amazon QuickSight,quicksight:creategroup,grants permission create quicksight group,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
469,aws,Amazon QuickSight,quicksight:creategroupmembership,grants permission add quicksight user quicksight group,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
107,aws,Amazon QuickSight,quicksight:createiampolicyassignment,grants permission create assignment one specified iam policy arn assigned specified groups users quicksight,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
201,aws,Amazon QuickSight,quicksight:createuser,grants permission provision amazon quicksight authors readers,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
87,aws,Amazon QuickSight,quicksight:deletegroup,grants permission remove user group quicksight,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
194,aws,Amazon QuickSight,quicksight:deletegroupmembership,grants permission remove user group longer member group,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
337,aws,Amazon QuickSight,quicksight:deleteiampolicyassignment,grants permission update existing assignment,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
86,aws,Amazon QuickSight,quicksight:deleteuser,grants permission delete quicksight user given user name,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
380,aws,Amazon QuickSight,quicksight:deleteuserbyprincipalid,grants permission deletes user identified principal id,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
361,aws,Amazon QuickSight,quicksight:registeruser,grants permission create quicksight user whose identity associated iam identity role specified request,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
6,aws,Amazon QuickSight,quicksight:updatedashboardpermissions,grants permission update permissions quicksight dashboard,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
53,aws,Amazon QuickSight,quicksight:updategroup,grants permission change group description,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
225,aws,Amazon QuickSight,quicksight:updateiampolicyassignment,grants permission update existing assignment,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
252,aws,Amazon QuickSight,quicksight:updatetemplatepermissions,grants permission update permissions template,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
458,aws,Amazon QuickSight,quicksight:updateuser,grants permission update amazon quicksight user,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
280,aws,AWS Resource Access Manager (RAM),ram:acceptresourceshareinvitation,grants permission accept specified resource share invitation,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
429,aws,AWS Resource Access Manager (RAM),ram:associateresourceshare,grants permission associate resource principal resource share,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
327,aws,AWS Resource Access Manager (RAM),ram:createresourceshare,grants permission create resource share provided resource principal,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
409,aws,AWS Resource Access Manager (RAM),ram:deleteresourceshare,grants permission delete resource share,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
109,aws,AWS Resource Access Manager (RAM),ram:disassociateresourceshare,grants permission disassociate resource principal resource share,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
105,aws,AWS Resource Access Manager (RAM),ram:enablesharingwithawsorganization,grants permission access customer organization create slr customer account,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
304,aws,AWS Resource Access Manager (RAM),ram:rejectresourceshareinvitation,grants permission reject specified resource share invitation,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
382,aws,AWS Resource Access Manager (RAM),ram:updateresourceshare,grants permission update attributes resource share,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
207,aws,Amazon RDS IAM Authentication,rds-db:connect,allows iam role user connect rds database,1,0,0,1,,1,2024-11-15 09:02:57.457093,low
93,aws,"Amazon RDS, Neptune & DocumentDB",rds:authorizedbsecuritygroupingress,grants permission enable ingress dbsecuritygroup using one two forms authorization,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
431,aws,"Amazon RDS, Neptune & DocumentDB",rds:downloadcompletedblogfile,grants permission download specified log file,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
234,aws,"Amazon RDS, Neptune & DocumentDB",rds:downloaddblogfileportion,grants permission download portion specified log file mb size,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
121,aws,Amazon Redshift,redshift:authorizesnapshotaccess,grants permission specified aws account restore snapshot,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
294,aws,Amazon Redshift,redshift:createclusteruser,grants permission automatically create specified amazon redshift user exist,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
219,aws,Amazon Redshift,redshift:createsnapshotcopygrant,grants permission create snapshot copy grant encrypt copied snapshots destination aws region,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
159,aws,Amazon Redshift,redshift:getclustercredentials,grants permission get temporary credentials access amazon redshift database specified aws account,1,0,0,0,,1,2024-11-15 09:02:57.457093,low
63,aws,Amazon Redshift,redshift:joingroup,grants permission join specified amazon redshift group,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
51,aws,Amazon Redshift,redshift:modifyclusteriamroles,grants permission modify list aws identity access management iam roles used cluster access aws services,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
73,aws,Amazon Redshift,redshift:revokesnapshotaccess,grants permission revoke access specified aws account restore snapshot,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
177,aws,AWS RoboMaker,robomaker:getworldtemplatebody,get body world template,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
403,aws,Amazon Route 53 Resolver,route53resolver:putresolverrulepolicy,grants permission specify aws account want share rules resolver rules want share operations want account able perform rules,0,0,0,1,,1,2024-11-15 09:02:57.457093,low
446,aws,Amazon S3 Object Lambda,s3-object-lambda:getobject,grants permission retrieve objects amazon,0,1,0,0,,1,2024-11-15 09:02:57.457093,low
